player_id,final_embedding
100644,"[-0.04577905  0.0038301   0.00640057 -0.07227759 -0.09278079 -0.03494836
 -0.07004744  0.08170018 -0.02138609 -0.0476283   0.01375671 -0.02247125
 -0.05346454  0.03696942 -0.07175402  0.011373    0.04818418  0.09209087
 -0.10212009 -0.05263396  0.02719003 -0.01693209 -0.01852364 -0.02921123
  0.02509909  0.08975731 -0.00709295 -0.08845302 -0.01345909 -0.00186551
 -0.03858586  0.12351372 -0.09803059  0.04255635  0.03072181  0.06370964
  0.06514489 -0.02108151 -0.02661629  0.10416391 -0.07158227 -0.05835754
 -0.01950241  0.08616352 -0.14418766 -0.01157235 -0.113152   -0.13606454
  0.01706333  0.00508504 -0.09067202 -0.0809542  -0.03576737  0.018011
 -0.06886786 -0.04747542  0.02497481 -0.026862    0.02683238 -0.01213604
 -0.08151647  0.06552122 -0.07769201  0.09232087 -0.02519561 -0.08870435
 -0.07431089 -0.04583045 -0.05223486  0.02438516 -0.05564935  0.0342075
  0.09410498 -0.05088004  0.04845113 -0.02827428  0.03219172  0.06039883
 -0.06021107 -0.00202997 -0.03094325 -0.03049653 -0.08273606 -0.01281044
  0.04723497  0.01774452  0.08337574 -0.00289639  0.00806027  0.02267761
 -0.02077557 -0.04085302  0.06214847 -0.07116973  0.12954174  0.00102746
 -0.00550662  0.11289306  0.11078893  0.12481579 -0.02336729  0.02624605
  0.05308334  0.03184563 -0.00554106 -0.08575843  0.04732482  0.042381
 -0.04951167  0.12985556  0.00975815 -0.02954661 -0.00215444 -0.08172011
 -0.01073169 -0.03260429  0.02217262 -0.06925184 -0.01771347  0.03863997
  0.06493039 -0.10172001  0.00949259 -0.03572648  0.00329189 -0.01319114
 -0.05599232  0.05065568  0.11939502 -0.05897954  0.00458543  0.00346077
  0.02127548  0.02306957  0.07676315  0.01793238  0.04929606  0.05575407
  0.08223304 -0.0140642  -0.00981997 -0.01730466 -0.07518896  0.07489015
  0.01199269  0.07008027  0.02195999  0.04766491 -0.04168518  0.06679018
  0.04424241  0.02237947 -0.03465546 -0.04603368  0.02094081  0.00155057
  0.01595087 -0.02175694 -0.03432934 -0.0235436  -0.08968564 -0.03939729
 -0.07829018 -0.02369691  0.06930352 -0.06353086 -0.0095024   0.03283472
 -0.10042806  0.04625223  0.09627143 -0.08749814  0.0451114  -0.07911489
  0.09543992 -0.09379213  0.08506673 -0.00657233  0.04846252  0.10586503
 -0.01168824 -0.0068034  -0.10842507  0.07065305  0.01303437  0.08251049
 -0.00175387 -0.07208478 -0.05846059 -0.04435879  0.02670428 -0.00871171]"
104527,"[-9.13536083e-03  2.25385446e-02  2.29877234e-02 -3.90367173e-02
  1.58026759e-02  4.33204919e-02 -9.04047191e-02  3.35660391e-03
  3.65433544e-02  8.27119593e-03  4.32826579e-03  5.78204542e-02
  1.54465381e-02 -3.74263041e-02  1.75918732e-02 -4.40320792e-03
 -8.51936489e-02 -1.29879517e-02 -2.67640483e-02  2.73819864e-02
  6.16784990e-02  6.94947168e-02  3.54695767e-02 -1.97705328e-02
  1.56319048e-02  4.26181816e-02  5.11117652e-02 -3.22261229e-02
 -5.66999950e-02 -4.24872115e-02  5.11179045e-02  4.45797443e-02
 -3.56933917e-03  9.51687805e-03 -1.16555095e-02 -5.58741158e-03
 -6.44477457e-03  3.92017290e-02 -6.89609647e-02  4.34721112e-02
 -4.37554577e-03  1.57060884e-02  2.52368134e-02  2.12273113e-02
 -2.97796540e-02  4.40623052e-02 -4.37558889e-02 -6.39158711e-02
 -6.25950471e-02  2.78220791e-02 -2.69291475e-02  9.62590348e-05
 -3.43705490e-02  4.65277731e-02  1.48883425e-02  1.84349567e-02
 -1.74000878e-02 -6.03254437e-02  3.08397617e-02 -3.58539373e-02
 -5.10077961e-02 -2.18840223e-02 -2.11012159e-02  6.65790811e-02
  9.46371444e-03 -4.11959644e-03  3.08443769e-03 -8.54661688e-03
 -6.93296455e-03  7.04196468e-02  1.79246813e-02 -2.08809208e-02
  2.67745424e-02  3.57874227e-03 -4.31729145e-02  1.93297081e-02
  7.68808741e-03 -3.29024568e-02 -6.58634007e-02 -8.69187191e-02
  2.13599969e-02 -6.16178028e-02 -1.17268590e-02 -7.01598227e-02
  6.51176646e-02 -3.19068022e-02  2.69524269e-02 -8.60242322e-02
  2.18212083e-02 -6.09760806e-02 -5.38566932e-02  7.46180415e-02
  1.39963049e-02 -4.84247971e-03  5.33066876e-03  5.18509373e-02
  7.02411756e-02  2.68437807e-02  1.15702851e-02 -3.14368005e-03
  4.31370661e-02 -1.12206433e-02  7.40561113e-02  4.97696958e-02
  5.81426919e-02 -2.54015867e-02  1.04263745e-01 -4.49087508e-02
  1.72729008e-02  3.19401324e-02 -4.81651053e-02  4.19718698e-02
  5.53363226e-02 -1.37489215e-02 -4.09493595e-02  3.94544676e-02
 -2.02999003e-02 -2.72934185e-03  3.72535102e-02  1.51654053e-02
  1.66083910e-02 -1.56271067e-02  5.81568517e-02  1.93027463e-02
 -5.05994037e-02  2.38960460e-02  1.04633057e-02 -3.38253006e-02
  4.25593704e-02  1.34195453e-02  5.61193004e-02  6.78847954e-02
  3.32873082e-03 -6.67540058e-02  3.27271968e-02 -4.33776677e-02
  1.42543325e-02 -3.43940128e-03  3.98375168e-02  6.49655834e-02
  4.45952415e-02 -2.91981120e-02 -3.07678413e-02 -3.70918065e-02
  4.93911356e-02  1.87302511e-02  7.00101554e-02 -5.14237247e-02
 -2.38187350e-02  2.90845241e-03  5.14656454e-02 -5.69093004e-02
  4.78254296e-02  2.22392902e-02  2.67668739e-02  7.06067532e-02
  3.81874330e-02  2.77637020e-02  2.37097014e-02  4.06010002e-02
 -4.52753752e-02  3.29771601e-02 -2.62476085e-03  1.31961540e-03
  6.41256049e-02 -3.94319929e-02  4.58995476e-02 -8.57583620e-03
  4.82457839e-02  8.46520662e-02  1.80093851e-02 -7.82019831e-03
  2.35059038e-02  1.60344001e-02  3.39038260e-02  3.51953041e-03
  3.72651592e-02 -6.02450334e-02 -1.72309391e-02  2.15829797e-02
 -2.64182538e-02  2.01548375e-02 -3.56222913e-02  4.40470427e-02
  7.72803649e-02  5.43935224e-03 -7.50801265e-02 -8.46523419e-03
 -5.36099747e-02  2.35141441e-02 -5.13266288e-02  6.25317916e-02]"
104755,"[-0.00473337  0.02537369  0.0350107  -0.0287624   0.02564302  0.05725133
 -0.10058606 -0.01368746  0.03912015  0.01942224  0.00072775  0.0724622
  0.0289322  -0.05334064  0.04147518 -0.00474357 -0.10545587 -0.03671202
 -0.01407872  0.03929745  0.07122871  0.09271202  0.04662336 -0.02183315
  0.00533332  0.03260901  0.05964283 -0.02231694 -0.06417888 -0.04856218
  0.05975365  0.03677266  0.00664913  0.00171073 -0.02233083 -0.02732255
 -0.01782494  0.04603416 -0.08622422  0.02547391  0.01153085  0.03245931
  0.03580049  0.0113223  -0.0142797   0.05263717 -0.02806981 -0.05109488
 -0.08019857  0.03275991 -0.00938853  0.01673151 -0.03688075  0.04948436
  0.03675495  0.03249673 -0.02182205 -0.06988388  0.03297933 -0.03793564
 -0.04244686 -0.03073014 -0.01714624  0.06430358  0.01414642  0.01376781
  0.0110846  -0.00233307  0.01201549  0.08074538  0.03520143 -0.0320028
  0.00697762  0.02044201 -0.06144619  0.03276595 -0.00344859 -0.04545383
 -0.07185876 -0.1034468   0.02564136 -0.07292661  0.00735403 -0.08540612
  0.07065679 -0.04476557  0.01566958 -0.10463057  0.02555406 -0.08046872
 -0.06494822  0.09442541  0.00165702  0.00081349 -0.01849844  0.06421562
  0.07417254  0.01210328 -0.00608635 -0.02534566  0.0525789  -0.02206809
  0.07527116  0.05003938  0.07824203 -0.01573657  0.11250952 -0.06581061
  0.02927599  0.01631296 -0.06143668  0.05064376  0.0745073   0.00642161
 -0.04697338  0.05486984 -0.02824358  0.00993171  0.04953839  0.00800058
  0.0072652  -0.0011927   0.06317838  0.02837647 -0.06525872  0.03221024
  0.02814642 -0.04063232  0.03769454  0.02560595  0.06472721  0.08381165
  0.00039537 -0.0848166   0.0208999  -0.05609028  0.00525181 -0.01825544
  0.03357398  0.08051911  0.05556789 -0.02306178 -0.02544904 -0.0561292
  0.05779281  0.01329313  0.08202251 -0.06184254 -0.02722627 -0.00244341
  0.06213365 -0.07616323  0.06845517  0.03244249  0.03156523  0.08327445
  0.0476907   0.03693568  0.04078665  0.04929298 -0.03868205  0.04712774
  0.00669391  0.01340547  0.06108626 -0.04358114  0.05010694 -0.01950405
  0.07049409  0.09548534  0.00108396  0.00887813  0.01803414  0.02674033
  0.03390188  0.02304309  0.02456204 -0.06485846 -0.02944648  0.00888611
 -0.02073984  0.02205694 -0.01547194  0.03307977  0.08510907 -0.01083966
 -0.09131154  0.00356952 -0.05704488  0.03790202 -0.06253717  0.0763367 ]"
104792,"[-0.02037674  0.0220069   0.01714127 -0.0547643  -0.03421858  0.01463114
 -0.08223228  0.04230834  0.00842973 -0.01361712  0.00992417  0.0262489
 -0.02196    -0.00245054 -0.02121201  0.00034698 -0.02943729  0.02704085
 -0.05839759 -0.00306409  0.04393587  0.03715071  0.00862476 -0.02346598
  0.02281608  0.06303813  0.02989131 -0.05723172 -0.03779533 -0.02711165
  0.0165292   0.0797952  -0.04165119  0.02101885  0.00635634  0.02834585
  0.02230235  0.01744604 -0.05469153  0.06682053 -0.03383013 -0.01856314
  0.00734271  0.04450523 -0.06794213  0.02234921 -0.07173226 -0.09761
 -0.0343361   0.01516299 -0.05315221 -0.03340654 -0.02940364  0.03055248
 -0.0116343  -0.01708497  0.00192008 -0.05164176  0.03070447 -0.03424029
 -0.06693743  0.01564965 -0.04215663  0.07759433 -0.00310607 -0.04331452
 -0.02618933 -0.01843107 -0.02419529  0.04825643 -0.01434155  0.00673184
  0.05312654 -0.02058449 -0.00451739  0.00163602  0.01317755  0.00306133
 -0.06901413 -0.05439009  0.00097506 -0.04573784 -0.04477225 -0.04053705
  0.0575367  -0.01010722  0.0470911  -0.05443895  0.01294287 -0.02205161
 -0.04084507  0.02109571  0.0366156  -0.02685306  0.05583236  0.0341187
  0.04004779  0.06609096  0.05488697  0.05625252  0.00985572  0.01137938
  0.06838873  0.04178165  0.02701126 -0.0455121   0.08172731 -0.00578026
 -0.0185988   0.07136038 -0.02887157  0.0130664   0.03688128 -0.03875225
 -0.02778441  0.00578818 -0.01274991 -0.02541389  0.01359944  0.02123778
  0.0382784  -0.05490575  0.03991501 -0.00029129 -0.02943419  0.00573514
 -0.00731143 -0.00136065  0.08119071 -0.01518083  0.03493143  0.04266537
  0.01027064 -0.02181313  0.05262768 -0.01721472  0.02767607  0.02513307
  0.05861755  0.03383251  0.02034181 -0.02330566 -0.0395431   0.01273926
  0.03646277  0.04547444  0.0632719  -0.00694771 -0.02812394  0.03058424
  0.04234697 -0.02071507  0.0153768  -0.0106367   0.02405396  0.0421153
  0.02475962  0.00861246 -0.00061133  0.01696188 -0.05701461  0.00386877
 -0.0348833  -0.01544242  0.0679175  -0.04749033  0.01370083  0.01224307
 -0.01765914  0.06716176  0.05827403 -0.03479675  0.03287412 -0.03283603
  0.06175357 -0.03786051  0.05721463 -0.04280903  0.00986635  0.06073416
 -0.02032989  0.0134185  -0.06916696  0.05595955  0.04796282  0.03676124
 -0.04405657 -0.04023073 -0.05657553 -0.00287987 -0.01823619  0.03335991]"
104918,"[-0.01798669  0.01902233  0.01497839 -0.04553784 -0.00465556  0.02610606
 -0.08498503  0.02598722  0.01605559 -0.00696222  0.01276571  0.04351618
 -0.01238086 -0.02077354 -0.00245494 -0.00226584 -0.05756515  0.01643879
 -0.05570508  0.01471746  0.05636662  0.04600719  0.02077987 -0.02061244
  0.02353804  0.05015412  0.03794756 -0.05217521 -0.05288113 -0.03120089
  0.03078889  0.06077923 -0.0306717   0.01070238  0.00489407  0.02382962
  0.02016083  0.02357556 -0.05010245  0.06146776 -0.02469735 -0.00038245
  0.01327416  0.02921287 -0.06148645  0.03524072 -0.06223744 -0.08161649
 -0.03822514  0.01957108 -0.04753321 -0.01374356 -0.02918939  0.04091589
 -0.00516528 -0.00809771 -0.00700945 -0.0569792   0.02676979 -0.03653184
 -0.06072886  0.0012659  -0.03957538  0.07069443  0.01536108 -0.02856404
 -0.02237687 -0.02181164 -0.0254288   0.06199073 -0.00056731  0.00462784
  0.05218664 -0.01337971 -0.02422931  0.00451845  0.01414671 -0.01428158
 -0.06807523 -0.06311147  0.01311528 -0.05506844 -0.03095029 -0.04332535
  0.06111136 -0.0163765   0.04046373 -0.06302726  0.0169621  -0.04568076
 -0.04683362  0.04519309  0.02546925 -0.01647852  0.04346159  0.04418902
  0.05177438  0.0483347   0.04098291  0.02863508  0.03530356  0.0012392
  0.07430849  0.05218645  0.03913143 -0.04423456  0.08123052 -0.01923467
  0.0023238   0.05848496 -0.02917475  0.0263366   0.04695117 -0.03468394
 -0.03702601  0.02068946 -0.01064813 -0.02138146  0.02362519  0.0276461
  0.0298096  -0.03443268  0.05057938  0.01338272 -0.03144028  0.01089088
 -0.00957606 -0.01856264  0.06080149 -0.00134597  0.04964142  0.04732333
  0.00822871 -0.03265914  0.04437235 -0.02619363  0.02134423  0.01655105
  0.05847825  0.04363693  0.03307329 -0.03091023 -0.03752204 -0.00762851
  0.0396256   0.03536011  0.0525598  -0.03136721 -0.02695995  0.01756454
  0.05057979 -0.03739882  0.02744931  0.01038636  0.02200903  0.05274456
  0.0249175   0.01580975 -0.00396536  0.02778759 -0.05319137  0.01267968
 -0.01920865 -0.01519456  0.06574786 -0.0399168   0.03606942  0.00643725
  0.00995425  0.07519636  0.03711025 -0.03574862  0.03391591 -0.00864608
  0.04618062 -0.02240709  0.06533275 -0.0489601  -0.00100853  0.04887521
 -0.02833973  0.01627037 -0.06171722  0.05598009  0.06246799  0.0263328
 -0.05143952 -0.03016663 -0.04998538  0.01423099 -0.03384552  0.0419208 ]"
104925,"[-0.06826368 -0.03349988 -0.00583875 -0.10493994 -0.15608537 -0.10803891
 -0.079838    0.1257345  -0.05369007 -0.09575385 -0.00115001 -0.07782458
 -0.09485565  0.10488287 -0.135086    0.00891132  0.11646455  0.17088588
 -0.15299004 -0.10846301  0.01288448 -0.05425605 -0.02259183 -0.05102215
  0.01292166  0.13635667 -0.05666136 -0.12665702  0.01306581  0.04241056
 -0.08491514  0.16322412 -0.15879458  0.0809851   0.06075092  0.10012082
  0.1173501  -0.07014569 -0.02201318  0.15558413 -0.10296946 -0.12866211
 -0.04431473  0.11997521 -0.2128785  -0.06927226 -0.14282943 -0.18841359
  0.0792695  -0.01698242 -0.13529633 -0.15729812 -0.04324633  0.01099389
 -0.12184408 -0.08161674  0.04124437  0.00113417  0.01451746  0.0271838
 -0.12042286  0.13886613 -0.11481798  0.12668358 -0.05547554 -0.1440299
 -0.1339235  -0.07592674 -0.08008619 -0.01732821 -0.10920353  0.09435643
  0.15435724 -0.07230034  0.12445004 -0.06186556  0.05406423  0.11326941
 -0.04926398  0.04687125 -0.0659757   0.01820947 -0.11196696  0.03389014
  0.02405266  0.06138116  0.1409292   0.07517892  0.02888865  0.0844927
  0.01656906 -0.0929287   0.09795721 -0.12387549  0.18456429 -0.02521942
 -0.05046476  0.17353098  0.17008357  0.20518765 -0.0882289   0.05085321
  0.03914517  0.04208652 -0.05275869 -0.15259755  0.04100516  0.08583747
 -0.08321986  0.19590418  0.04685709 -0.04388272 -0.07051067 -0.10330133
  0.01648633 -0.07013359  0.04762879 -0.08881892 -0.05031309  0.01765707
  0.09970031 -0.16186945 -0.02632723 -0.06448687  0.05242294 -0.02448136
 -0.09426859  0.1041788   0.19009858 -0.11347881 -0.03610735 -0.05372034
  0.05572042  0.07071852  0.11448185  0.04210645  0.07276327  0.08996297
  0.11484233 -0.08113825 -0.06158489 -0.01338428 -0.11769453  0.14922962
 -0.00138744  0.09523733 -0.00947207  0.1101283  -0.05860537  0.09779745
  0.02018201  0.0570042  -0.08684631 -0.09399711  0.02825837 -0.01270371
  0.01687446 -0.06387483 -0.06477627 -0.07432847 -0.14797583 -0.09154892
 -0.11210208 -0.02300225  0.07970648 -0.08042985 -0.05020318  0.05184302
 -0.1817166   0.00377801  0.14407288 -0.13300152  0.06168169 -0.14700697
  0.14301568 -0.14901277  0.1239102   0.03338389  0.07718147  0.16854131
  0.02378484 -0.04777719 -0.15468958  0.08880389 -0.03358283  0.10794324
  0.04423388 -0.10848194 -0.0741184  -0.0938933   0.07438949 -0.03176214]"
104926,"[-9.9678887e-03  3.4335721e-02  3.0310491e-02 -2.2193706e-02
  1.5658567e-02  5.5266801e-02 -8.7559052e-02  6.3526374e-03
  3.4173056e-02  6.1304215e-03  7.5786002e-03  6.0849071e-02
  1.3143604e-02 -4.5917466e-02  3.3070657e-02 -2.4080162e-03
 -8.4717654e-02 -2.1967994e-02 -3.2955240e-02  3.2423299e-02
  6.2575780e-02  7.4829042e-02  2.3495018e-02 -1.8558374e-02
  1.5867138e-02  3.1372432e-02  5.5260338e-02 -2.4053849e-02
 -6.1843153e-02 -5.2965026e-02  5.5132292e-02  4.9390022e-02
 -3.2370127e-04 -7.3141223e-03 -1.1741307e-02 -4.9769436e-03
  4.0990807e-04  4.2367082e-02 -6.6179849e-02  4.0980525e-02
  3.5792527e-06  2.8810399e-02  2.5779838e-02  1.3249378e-02
 -3.2115620e-02  5.0273698e-02 -3.7205007e-02 -5.0816964e-02
 -7.1856946e-02  3.6909740e-02 -2.4064159e-02  1.1489749e-02
 -2.4260513e-02  3.7055623e-02  2.7010014e-02  1.2893638e-02
 -2.0275015e-02 -5.8216475e-02  3.5937764e-02 -4.4612903e-02
 -4.8164666e-02 -3.1656798e-02 -2.5772005e-02  6.0434412e-02
  1.8670227e-02 -7.7299471e-03  1.4439283e-04 -4.6211174e-03
 -7.6420079e-03  6.7097127e-02  1.6768469e-02 -2.9005829e-02
  2.1850023e-02  8.1772804e-03 -5.3812284e-02  2.2164233e-02
 -9.1534788e-03 -3.1725571e-02 -6.8035029e-02 -8.8174045e-02
  1.7134136e-02 -6.7086257e-02 -6.0138293e-03 -7.3462836e-02
  6.9485843e-02 -3.8198370e-02  1.9438714e-02 -9.2365921e-02
  7.0752944e-03 -7.8782849e-02 -5.5650916e-02  7.2679482e-02
  1.1913024e-02  8.3287470e-03  6.2033394e-03  6.5792970e-02
  6.7554183e-02  2.8362922e-02  4.7718119e-03 -1.8849171e-03
  5.3687871e-02 -1.8472595e-02  6.7262068e-02  4.5125663e-02
  7.3199846e-02 -2.3184894e-02  8.6939879e-02 -5.1982429e-02
  2.0681221e-02  1.7010966e-02 -4.6211544e-02  3.6073137e-02
  6.5557428e-02 -9.0159616e-03 -5.2923050e-02  4.9709801e-02
 -2.3641894e-02 -3.4803161e-03  3.7030730e-02  2.9887810e-02
  1.6031057e-02 -1.5090037e-02  6.6825815e-02  1.6936958e-02
 -5.1146481e-02  2.0796087e-02  1.1491837e-02 -4.3082878e-02
  3.6760241e-02  1.5010371e-02  6.9622755e-02  6.8986237e-02
 -4.6724654e-03 -6.3743785e-02  3.2581620e-02 -4.1825723e-02
  1.7554890e-02 -1.9803233e-03  3.5304666e-02  7.5408064e-02
  5.8029179e-02 -2.0101583e-02 -3.1949297e-02 -4.6149205e-02
  4.9853887e-02  2.5816100e-02  6.9733799e-02 -5.2392919e-02
 -2.7774079e-02  1.4718293e-02  5.5130929e-02 -6.6498786e-02
  6.0124379e-02  2.2708150e-02  2.0633109e-02  6.9268264e-02
  3.7928790e-02  2.5273647e-02  2.5977911e-02  4.0410873e-02
 -4.2286210e-02  3.7127882e-02 -9.4629526e-03  1.8966447e-04
  4.8989486e-02 -4.6958473e-02  4.3950081e-02 -9.0693738e-03
  5.2042522e-02  8.4964141e-02  7.8814644e-03 -7.2543523e-03
  1.5730152e-02  1.8618671e-02  3.1686749e-02  1.4961540e-02
  3.6701590e-02 -6.6664062e-02 -1.1642205e-02  1.7909398e-02
 -3.3387478e-02  2.9725643e-02 -2.6773442e-02  4.1574568e-02
  7.0297308e-02  1.0553633e-02 -8.0034927e-02 -9.0263849e-03
 -5.3399514e-02  2.0922834e-02 -6.1628040e-02  5.9578910e-02]"
105062,"[ 0.00516781  0.04428251  0.05169964  0.00990541  0.03727112  0.08481538
 -0.10240628 -0.02882988  0.04421283  0.02962367 -0.00273111  0.08688623
  0.0513124  -0.07926401  0.07352179  0.00032246 -0.13671507 -0.07695281
  0.00698642  0.06222752  0.07664876  0.11736755  0.04871731 -0.02399501
  0.00167241  0.01087752  0.0842468   0.0025639  -0.07803652 -0.0696319
  0.08559511  0.03049024  0.03433656 -0.02135481 -0.03325964 -0.0502352
 -0.03509187  0.06132394 -0.10178021  0.01303624  0.02694737  0.05471789
  0.04575615 -0.0120614   0.01226039  0.0703211   0.00026323 -0.03455694
 -0.11528797  0.04987647  0.01223231  0.04856351 -0.02411037  0.03191268
  0.06814278  0.03847871 -0.0351155  -0.07396539  0.04438563 -0.04879838
 -0.03386943 -0.05462998 -0.00814806  0.05040434  0.02658794  0.03259939
  0.03340283  0.01042432  0.03957747  0.09014241  0.05556272 -0.0609124
 -0.02044876  0.04780403 -0.08491763  0.0433413  -0.02494117 -0.06195876
 -0.07293308 -0.130401    0.03096036 -0.08506652  0.0327085  -0.11267813
  0.07583082 -0.0597856  -0.00038642 -0.12957938  0.00678453 -0.11145311
 -0.07730902  0.11728088 -0.00428335  0.03235467 -0.05039644  0.08972942
  0.09508426 -0.00204917 -0.03158703 -0.04492126  0.07758896 -0.03475771
  0.06879979  0.03748904  0.1080543   0.00925488  0.12173429 -0.08808225
  0.05603361 -0.02041013 -0.08079542  0.05993576  0.09344994  0.02286324
 -0.06161508  0.08726069 -0.04197462  0.02204078  0.05523123  0.01813253
 -0.00570102  0.01698874  0.08827776  0.02901993 -0.08243223  0.04212794
  0.04309675 -0.06299442  0.01590766  0.04349476  0.08393624  0.10561652
 -0.01257118 -0.10837279  0.00873611 -0.0670016  -0.00238979 -0.03466488
  0.01544686  0.11246463  0.08328177 -0.00514392 -0.02188581 -0.08790325
  0.07192288  0.00748471  0.09775965 -0.07731631 -0.02519662  0.00020501
  0.05829956 -0.10591447  0.10425712  0.04676408  0.02055811  0.09759928
  0.05889957  0.04532061  0.06959377  0.05778337 -0.01837246  0.07067385
  0.01944263  0.02144104  0.05080839 -0.05348311  0.04065476 -0.03169833
  0.10279521  0.10245635 -0.03042022  0.02741641 -0.00224643  0.04732143
  0.01978136  0.05470116 -0.00076043 -0.08365431 -0.03688766 -0.00964802
 -0.02515365  0.034701    0.01240933  0.01771583  0.08863891 -0.02219937
 -0.12225565  0.01666544 -0.06460179  0.04588103 -0.09010776  0.09437148]"
105077,"[-0.00285196  0.02983809  0.03808694 -0.02163745  0.02536988  0.06040309
 -0.09872621 -0.0153095   0.04224208  0.01956759 -0.00052028  0.07288594
  0.02830331 -0.05811862  0.04558275 -0.00295728 -0.10842416 -0.04080655
 -0.01349527  0.04080608  0.07022379  0.09137356  0.03818262 -0.02037937
  0.00445136  0.03092152  0.05965389 -0.02016079 -0.06548516 -0.05332386
  0.0593891   0.03998034  0.01072732 -0.00313165 -0.02180335 -0.03083333
 -0.0182753   0.04856734 -0.08578355  0.0255903   0.0126503   0.03756511
  0.03592061  0.00831733 -0.01227106  0.05371255 -0.02623897 -0.04617286
 -0.08332842  0.03572388 -0.00705301  0.01870218 -0.03456421  0.04440528
  0.03983318  0.0339014  -0.02410046 -0.06773152  0.03492385 -0.03785572
 -0.03918246 -0.03636827 -0.0133258   0.06338079  0.01510324  0.01281188
  0.01450829 -0.00013783  0.01609773  0.07790348  0.0323414  -0.03934495
  0.00414659  0.02322907 -0.06268184  0.0346471  -0.01022511 -0.04604894
 -0.0705939  -0.10614896  0.02576086 -0.07360296  0.00937423 -0.08734976
  0.07005706 -0.04732548  0.013146   -0.10634626  0.01785534 -0.08138106
 -0.06915829  0.09093081 -0.00026023  0.00546633 -0.02236372  0.06792603
  0.07185873  0.01479934 -0.00958031 -0.02452264  0.05354445 -0.02403084
  0.07399494  0.04749452  0.08234254 -0.01551575  0.10950545 -0.06728487
  0.02760696  0.00986278 -0.0624909   0.05010027  0.07930516  0.00911722
 -0.05345814  0.05781176 -0.02903605  0.00986543  0.04554982  0.01317047
  0.00359881 -0.00518925  0.06323834  0.02669138 -0.06548316  0.03360474
  0.02934919 -0.04209657  0.0333906   0.02440558  0.06602053  0.0840681
 -0.00493921 -0.0833749   0.02306639 -0.05532102  0.00786466 -0.01672341
  0.02826685  0.0854155   0.05873051 -0.01962679 -0.0229688  -0.05886494
  0.05646793  0.0182344   0.08726531 -0.06428768 -0.02669866 -0.00148683
  0.06245159 -0.07304291  0.07129514  0.02903042  0.0306403   0.07987239
  0.04723598  0.03253343  0.04593309  0.04673993 -0.03412096  0.04858685
  0.00457894  0.01330783  0.05592482 -0.04789441  0.04844301 -0.02202495
  0.07204706  0.09788083 -0.00205471  0.01100411  0.01567501  0.02610099
  0.02991025  0.03046996  0.01891294 -0.0654982  -0.02485047  0.00728468
 -0.02096302  0.02747699 -0.01280373  0.03085805  0.0819794  -0.00752663
 -0.09228206  0.00504194 -0.0603152   0.03395672 -0.06289309  0.07476912]"
105138,"[-0.02278533  0.00863692  0.01609842 -0.06215475  0.0005249   0.02861447
 -0.08585644  0.01866466  0.031491   -0.00112858  0.01144248  0.05252992
 -0.00604978 -0.02274218 -0.00439    -0.00707345 -0.05757547  0.0202272
 -0.04727922  0.00212811  0.05373439  0.049136    0.02871627 -0.01625915
  0.01836981  0.05785615  0.03334621 -0.05695993 -0.04335987 -0.02571619
  0.0288183   0.05301355 -0.03196297  0.02227689 -0.00048471  0.0067123
  0.01440278  0.02618993 -0.05798192  0.05135793 -0.0213666   0.00218998
  0.01041566  0.036942   -0.05322552  0.03293578 -0.06681765 -0.07525217
 -0.03630956  0.01030012 -0.04111966 -0.01376559 -0.04254702  0.05030295
 -0.00930504  0.01020354 -0.0078018  -0.05692387  0.02382712 -0.0294839
 -0.05257509  0.00373324 -0.02904795  0.07738738  0.00564852 -0.02308357
 -0.01701522 -0.01754145 -0.02829559  0.0580655   0.00379044 -0.00049079
  0.04861539 -0.01733397 -0.03056438  0.00969574  0.01751666 -0.01626242
 -0.06534588 -0.06701636  0.01485335 -0.04666613 -0.02729752 -0.04501684
  0.06258712 -0.0207146   0.03708979 -0.06606274  0.02404225 -0.04069178
 -0.05032559  0.04914831  0.0224911  -0.02498941  0.03463636  0.03653817
  0.04902456  0.03987494  0.03583617  0.02061358  0.02970781 -0.0045443
  0.07667709  0.05216218  0.04109304 -0.03934136  0.09246662 -0.02163701
 -0.00202777  0.05925059 -0.03287427  0.03342155  0.04251529 -0.02871366
 -0.03204419  0.0186364  -0.01271441 -0.01668714  0.0282298   0.0141821
  0.0259712  -0.03342247  0.0351354   0.01264089 -0.03397215  0.01404788
 -0.00459958 -0.01074617  0.05604434 -0.00190375  0.04551364  0.0520813
  0.01314079 -0.04064425  0.04046427 -0.03146494  0.02270388  0.01554547
  0.05459104  0.04417813  0.02366761 -0.04154612 -0.03459105 -0.01131371
  0.03780593  0.03257616  0.05536721 -0.03715904 -0.02606159  0.00243086
  0.05455284 -0.03338404  0.02107464  0.01523926  0.02704291  0.0500133
  0.02803818  0.0151041  -0.00140128  0.03446323 -0.06140053  0.01682634
 -0.0109815  -0.01011336  0.0655746  -0.0319888   0.05114562  0.0031087
  0.02114673  0.07920085  0.04283351 -0.02954829  0.03756363 -0.00305272
  0.04412323 -0.01871933  0.05942299 -0.04813636 -0.0041101   0.03967278
 -0.02106114  0.01783111 -0.0543293   0.05308335  0.06897715  0.01962131
 -0.05181884 -0.02434235 -0.04642447  0.01538055 -0.02975746  0.0434342 ]"
